transaction_id,date,day_of_week,hour,is_weekend,lane_type,lane_number,cashier_id,payment_method,n_items,basket_value_tnd,has_fresh_products,total_transaction_time_sec,customer_satisfaction,process_step,step_start,step_end,step_duration_sec,step_start_relative_sec,step_end_relative_sec
TXN-CRT-001-000005,2026-07-01,Wednesday,9,False,Traditional,5,CASH-115,Flous (Mobile),15,50.46,True,112.6,4,Bagging,2026-07-01 09:21:12.500000000,2026-07-01 09:21:37.600000000,25.1,108.5,133.6
TXN-CRT-001-000006,2026-07-01,Wednesday,9,False,Traditional,8,CASH-108,Cash,35,270.16,True,279.4,4,Queue Wait,2026-07-01 09:30:39.000000000,2026-07-01 09:32:04.500000000,85.5,0.0,85.5
TXN-CRT-001-000006,2026-07-01,Wednesday,9,False,Traditional,8,CASH-108,Cash,35,270.16,True,279.4,4,Scanning,2026-07-01 09:32:04.500000000,2026-07-01 09:35:14.600000000,190.1,85.5,275.6
TXN-CRT-001-000006,2026-07-01,Wednesday,9,False,Traditional,8,CASH-108,Cash,35,270.16,True,279.4,4,Weighing,2026-07-01 09:35:14.600000000,2026-07-01 09:35:30.100000000,15.5,275.6,291.1
TXN-CRT-001-000006,2026-07-01,Wednesday,9,False,Traditional,8,CASH-108,Cash,35,270.16,True,279.4,4,Payment,2026-07-01 09:35:30.100000000,2026-07-01 09:36:27.200000000,57.1,291.1,348.2
TXN-CRT-001-000006,2026-07-01,Wednesday,9,False,Traditional,8,CASH-108,Cash,35,270.16,True,279.4,4,Bagging,2026-07-01 09:36:27.200000000,2026-07-01 09:36:43.900000000,16.7,348.2,364.9
TXN-CRT-001-000007,2026-07-01,Wednesday,10,False,Traditional,2,CASH-106,Card (International),2,14.36,False,69.4,4,Queue Wait,2026-07-01 10:00:48.000000000,2026-07-01 10:01:23.900000000,35.9,0.0,35.9
TXN-CRT-001-000007,2026-07-01,Wednesday,10,False,Traditional,2,CASH-106,Card (International),2,14.36,False,69.4,4,Scanning,2026-07-01 10:01:23.900000000,2026-07-01 10:01:35.900000000,12.0,35.9,47.9
TXN-CRT-001-000007,2026-07-01,Wednesday,10,False,Traditional,2,CASH-106,Card (International),2,14.36,False,69.4,4,Payment,2026-07-01 10:01:35.900000000,2026-07-01 10:02:18.200000000,42.3,47.9,90.2
TXN-CRT-001-000007,2026-07-01,Wednesday,10,False,Traditional,2,CASH-106,Card (International),2,14.36,False,69.4,4,Bagging,2026-07-01 10:02:18.200000000,2026-07-01 10:02:33.300000000,15.1,90.2,105.3
TXN-CRT-001-000008,2026-07-01,Wednesday,10,False,Self-Service,11,,Flous (Mobile),20,60.38,True,356.2,4,Queue Wait,2026-07-01 10:01:35.000000000,2026-07-01 10:01:59.600000000,24.6,0.0,24.6
TXN-CRT-001-000008,2026-07-01,Wednesday,10,False,Self-Service,11,,Flous (Mobile),20,60.38,True,356.2,4,Scanning,2026-07-01 10:01:59.600000000,2026-07-01 10:05:24.100000000,204.5,24.6,229.1
TXN-CRT-001-000008,2026-07-01,Wednesday,10,False,Self-Service,11,,Flous (Mobile),20,60.38,True,356.2,4,Weighing,2026-07-01 10:05:24.100000000,2026-07-01 10:06:44.300000000,80.2,229.1,309.3
TXN-CRT-001-000008,2026-07-01,Wednesday,10,False,Self-Service,11,,Flous (Mobile),20,60.38,True,356.2,4,Payment,2026-07-01 10:06:44.300000000,2026-07-01 10:07:10.600000000,26.3,309.3,335.6
TXN-CRT-001-000008,2026-07-01,Wednesday,10,False,Self-Service,11,,Flous (Mobile),20,60.38,True,356.2,4,Bagging,2026-07-01 10:07:10.600000000,2026-07-01 10:07:55.700000000,45.1,335.6,380.7
TXN-CRT-001-000009,2026-07-01,Wednesday,10,False,Traditional,3,CASH-129,Cash,26,250.45,True,301.2,2,Queue Wait,2026-07-01 10:48:00.000000000,2026-07-01 10:48:12.400000000,12.4,0.0,12.4
TXN-CRT-001-000009,2026-07-01,Wednesday,10,False,Traditional,3,CASH-129,Cash,26,250.45,True,301.2,2,Scanning,2026-07-01 10:48:12.400000000,2026-07-01 10:50:38.400000000,146.0,12.4,158.4
TXN-CRT-001-000009,2026-07-01,Wednesday,10,False,Traditional,3,CASH-129,Cash,26,250.45,True,301.2,2,Weighing,2026-07-01 10:50:38.400000000,2026-07-01 10:51:06.100000000,27.7,158.4,186.1
TXN-CRT-001-000009,2026-07-01,Wednesday,10,False,Traditional,3,CASH-129,Cash,26,250.45,True,301.2,2,Payment,2026-07-01 10:51:06.100000000,2026-07-01 10:52:16.800000000,70.7,186.1,256.8
TXN-CRT-001-000009,2026-07-01,Wednesday,10,False,Traditional,3,CASH-129,Cash,26,250.45,True,301.2,2,Bagging,2026-07-01 10:52:16.800000000,2026-07-01 10:52:33.500000000,16.7,256.8,273.5
TXN-CRT-001-000009,2026-07-01,Wednesday,10,False,Traditional,3,CASH-129,Cash,26,250.45,True,301.2,2,Other Delay,2026-07-01 10:52:33.500000000,2026-07-01 10:53:13.600000000,40.1,273.5,313.6
TXN-CRT-001-000010,2026-07-01,Wednesday,10,False,Traditional,7,CASH-126,Cash,26,155.98,True,223.5,3,Queue Wait,2026-07-01 10:49:14.000000000,2026-07-01 10:50:28.500000000,74.5,0.0,74.5
TXN-CRT-001-000010,2026-07-01,Wednesday,10,False,Traditional,7,CASH-126,Cash,26,155.98,True,223.5,3,Scanning,2026-07-01 10:50:28.500000000,2026-07-01 10:52:42.699999999,134.2,74.5,208.699999
TXN-CRT-001-000010,2026-07-01,Wednesday,10,False,Traditional,7,CASH-126,Cash,26,155.98,True,223.5,3,Weighing,2026-07-01 10:52:42.699999999,2026-07-01 10:53:08.999999999,26.3,208.699999,234.999999
TXN-CRT-001-000010,2026-07-01,Wednesday,10,False,Traditional,7,CASH-126,Cash,26,155.98,True,223.5,3,Payment,2026-07-01 10:53:08.999999999,2026-07-01 10:53:49.399999999,40.4,234.999999,275.399999
TXN-CRT-001-000010,2026-07-01,Wednesday,10,False,Traditional,7,CASH-126,Cash,26,155.98,True,223.5,3,Bagging,2026-07-01 10:53:49.399999999,2026-07-01 10:54:12.099999999,22.7,275.399999,298.099999
TXN-CRT-001-000011,2026-07-01,Wednesday,10,False,Traditional,2,CASH-123,Cash,37,300.38,True,220.5,3,Queue Wait,2026-07-01 10:54:28.000000000,2026-07-01 10:56:19.900000000,111.9,0.0,111.9
TXN-CRT-001-000011,2026-07-01,Wednesday,10,False,Traditional,2,CASH-123,Cash,37,300.38,True,220.5,3,Scanning,2026-07-01 10:56:19.900000000,2026-07-01 10:58:31.800000000,131.9,111.9,243.8
TXN-CRT-001-000011,2026-07-01,Wednesday,10,False,Traditional,2,CASH-123,Cash,37,300.38,True,220.5,3,Weighing,2026-07-01 10:58:31.800000000,2026-07-01 10:59:04.500000000,32.7,243.8,276.5
TXN-CRT-001-000011,2026-07-01,Wednesday,10,False,Traditional,2,CASH-123,Cash,37,300.38,True,220.5,3,Payment,2026-07-01 10:59:04.500000000,2026-07-01 10:59:34.000000000,29.5,276.5,306.0
TXN-CRT-001-000011,2026-07-01,Wednesday,10,False,Traditional,2,CASH-123,Cash,37,300.38,True,220.5,3,Bagging,2026-07-01 10:59:34.000000000,2026-07-01 11:00:00.300000000,26.3,306.0,332.3
TXN-CRT-001-000012,2026-07-01,Wednesday,10,False,Express (<10 items),12,CASH-142,Card (Local),24,206.18,True,153.8,4,Queue Wait,2026-07-01 10:57:09.000000000,2026-07-01 10:57:25.500000000,16.5,0.0,16.5
TXN-CRT-001-000012,2026-07-01,Wednesday,10,False,Express (<10 items),12,CASH-142,Card (Local),24,206.18,True,153.8,4,Scanning,2026-07-01 10:57:25.500000000,2026-07-01 10:58:54.000000000,88.5,16.5,105.0
TXN-CRT-001-000012,2026-07-01,Wednesday,10,False,Express (<10 items),12,CASH-142,Card (Local),24,206.18,True,153.8,4,Weighing,2026-07-01 10:58:54.000000000,2026-07-01 10:59:18.000000000,24.0,105.0,129.0
TXN-CRT-001-000012,2026-07-01,Wednesday,10,False,Express (<10 items),12,CASH-142,Card (Local),24,206.18,True,153.8,4,Payment,2026-07-01 10:59:18.000000000,2026-07-01 10:59:41.100000000,23.1,129.0,152.1
TXN-CRT-001-000012,2026-07-01,Wednesday,10,False,Express (<10 items),12,CASH-142,Card (Local),24,206.18,True,153.8,4,Bagging,2026-07-01 10:59:41.100000000,2026-07-01 10:59:59.300000000,18.2,152.1,170.3
TXN-CRT-001-000013,2026-07-01,Wednesday,11,False,Traditional,4,CASH-132,Card (Local),42,358.51,True,311.4,3,Queue Wait,2026-07-01 11:02:18.000000000,2026-07-01 11:02:57.100000000,39.1,0.0,39.1
TXN-CRT-001-000013,2026-07-01,Wednesday,11,False,Traditional,4,CASH-132,Card (Local),42,358.51,True,311.4,3,Scanning,2026-07-01 11:02:57.100000000,2026-07-01 11:06:49.300000000,232.2,39.1,271.3
TXN-CRT-001-000013,2026-07-01,Wednesday,11,False,Traditional,4,CASH-132,Card (Local),42,358.51,True,311.4,3,Weighing,2026-07-01 11:06:49.300000000,2026-07-01 11:07:12.800000000,23.5,271.3,294.8
TXN-CRT-001-000013,2026-07-01,Wednesday,11,False,Traditional,4,CASH-132,Card (Local),42,358.51,True,311.4,3,Payment,2026-07-01 11:07:12.800000000,2026-07-01 11:07:31.100000000,18.3,294.8,313.1
TXN-CRT-001-000013,2026-07-01,Wednesday,11,False,Traditional,4,CASH-132,Card (Local),42,358.51,True,311.4,3,Bagging,2026-07-01 11:07:31.100000000,2026-07-01 11:08:08.500000000,37.4,313.1,350.5
TXN-CRT-001-000014,2026-07-01,Wednesday,11,False,Traditional,4,CASH-112,Card (Local),11,59.92,True,131.7,4,Queue Wait,2026-07-01 11:03:08.000000000,2026-07-01 11:03:50.000000000,42.0,0.0,42.0
TXN-CRT-001-000014,2026-07-01,Wednesday,11,False,Traditional,4,CASH-112,Card (Local),11,59.92,True,131.7,4,Scanning,2026-07-01 11:03:50.000000000,2026-07-01 11:04:26.700000000,36.7,42.0,78.7
TXN-CRT-001-000014,2026-07-01,Wednesday,11,False,Traditional,4,CASH-112,Card (Local),11,59.92,True,131.7,4,Weighing,2026-07-01 11:04:26.700000000,2026-07-01 11:05:03.400000000,36.7,78.7,115.4
TXN-CRT-001-000014,2026-07-01,Wednesday,11,False,Traditional,4,CASH-112,Card (Local),11,59.92,True,131.7,4,Payment,2026-07-01 11:05:03.400000000,2026-07-01 11:05:34.700000000,31.3,115.4,146.7
TXN-CRT-001-000014,2026-07-01,Wednesday,11,False,Traditional,4,CASH-112,Card (Local),11,59.92,True,131.7,4,Bagging,2026-07-01 11:05:34.700000000,2026-07-01 11:06:01.700000000,27.0,146.7,173.7
TXN-CRT-001-000015,2026-07-01,Wednesday,11,False,Traditional,3,CASH-112,Cash,15,119.29,True,184.6,4,Queue Wait,2026-07-01 11:06:18.000000000,2026-07-01 11:06:44.100000000,26.1,0.0,26.1
TXN-CRT-001-000015,2026-07-01,Wednesday,11,False,Traditional,3,CASH-112,Cash,15,119.29,True,184.6,4,Scanning,2026-07-01 11:06:44.100000000,2026-07-01 11:07:48.400000000,64.3,26.1,90.4
TXN-CRT-001-000015,2026-07-01,Wednesday,11,False,Traditional,3,CASH-112,Cash,15,119.29,True,184.6,4,Weighing,2026-07-01 11:07:48.400000000,2026-07-01 11:08:05.900000000,17.5,90.4,107.9
TXN-CRT-001-000015,2026-07-01,Wednesday,11,False,Traditional,3,CASH-112,Cash,15,119.29,True,184.6,4,Payment,2026-07-01 11:08:05.900000000,2026-07-01 11:09:16.700000000,70.8,107.9,178.7
TXN-CRT-001-000015,2026-07-01,Wednesday,11,False,Traditional,3,CASH-112,Cash,15,119.29,True,184.6,4,Bagging,2026-07-01 11:09:16.700000000,2026-07-01 11:09:48.700000000,32.0,178.7,210.7
TXN-CRT-001-000016,2026-07-01,Wednesday,11,False,Traditional,5,CASH-118,Cash,1,4.14,True,124.6,3,Queue Wait,2026-07-01 11:09:05.000000000,2026-07-01 11:11:16.699999999,131.7,0.0,131.699999
TXN-CRT-001-000016,2026-07-01,Wednesday,11,False,Traditional,5,CASH-118,Cash,1,4.14,True,124.6,3,Scanning,2026-07-01 11:11:16.699999999,2026-07-01 11:11:21.199999999,4.5,131.699999,136.199999
TXN-CRT-001-000016,2026-07-01,Wednesday,11,False,Traditional,5,CASH-118,Cash,1,4.14,True,124.6,3,Weighing,2026-07-01 11:11:21.199999999,2026-07-01 11:11:45.499999999,24.3,136.199999,160.499999
TXN-CRT-001-000016,2026-07-01,Wednesday,11,False,Traditional,5,CASH-118,Cash,1,4.14,True,124.6,3,Payment,2026-07-01 11:11:45.499999999,2026-07-01 11:12:53.899999999,68.4,160.499999,228.899999
TXN-CRT-001-000016,2026-07-01,Wednesday,11,False,Traditional,5,CASH-118,Cash,1,4.14,True,124.6,3,Bagging,2026-07-01 11:12:53.899999999,2026-07-01 11:13:21.299999999,27.4,228.899999,256.299999
TXN-CRT-001-000017,2026-07-01,Wednesday,11,False,Traditional,3,CASH-107,Cash,1,2.55,False,246.1,3,Queue Wait,2026-07-01 11:13:49.000000000,2026-07-01 11:14:00.800000000,11.8,0.0,11.8
TXN-CRT-001-000017,2026-07-01,Wednesday,11,False,Traditional,3,CASH-107,Cash,1,2.55,False,246.1,3,Scanning,2026-07-01 11:14:00.800000000,2026-07-01 11:14:04.300000000,3.5,11.8,15.3
TXN-CRT-001-000017,2026-07-01,Wednesday,11,False,Traditional,3,CASH-107,Cash,1,2.55,False,246.1,3,Payment,2026-07-01 11:14:04.300000000,2026-07-01 11:15:17.800000000,73.5,15.3,88.8
TXN-CRT-001-000017,2026-07-01,Wednesday,11,False,Traditional,3,CASH-107,Cash,1,2.55,False,246.1,3,Bagging,2026-07-01 11:15:17.800000000,2026-07-01 11:15:55.800000000,38.0,88.8,126.8
TXN-CRT-001-000017,2026-07-01,Wednesday,11,False,Traditional,3,CASH-107,Cash,1,2.55,False,246.1,3,Other Delay,2026-07-01 11:15:55.800000000,2026-07-01 11:18:06.900000000,131.1,126.8,257.9
TXN-CRT-001-000018,2026-07-01,Wednesday,11,False,Traditional,7,CASH-111,Cash,8,53.6,True,128.4,4,Queue Wait,2026-07-01 11:17:44.000000000,2026-07-01 11:18:53.300000000,69.3,0.0,69.3
TXN-CRT-001-000018,2026-07-01,Wednesday,11,False,Traditional,7,CASH-111,Cash,8,53.6,True,128.4,4,Scanning,2026-07-01 11:18:53.300000000,2026-07-01 11:19:19.000000000,25.7,69.3,95.0
TXN-CRT-001-000018,2026-07-01,Wednesday,11,False,Traditional,7,CASH-111,Cash,8,53.6,True,128.4,4,Weighing,2026-07-01 11:19:19.000000000,2026-07-01 11:19:49.400000000,30.4,95.0,125.4
TXN-CRT-001-000018,2026-07-01,Wednesday,11,False,Traditional,7,CASH-111,Cash,8,53.6,True,128.4,4,Payment,2026-07-01 11:19:49.400000000,2026-07-01 11:20:24.200000000,34.8,125.4,160.2
TXN-CRT-001-000018,2026-07-01,Wednesday,11,False,Traditional,7,CASH-111,Cash,8,53.6,True,128.4,4,Bagging,2026-07-01 11:20:24.200000000,2026-07-01 11:21:01.700000000,37.5,160.2,197.7
TXN-CRT-001-000019,2026-07-01,Wednesday,11,False,Traditional,1,CASH-133,Card (Local),5,15.52,False,75.9,4,Queue Wait,2026-07-01 11:22:04.000000000,2026-07-01 11:23:23.200000000,79.2,0.0,79.2
TXN-CRT-001-000019,2026-07-01,Wednesday,11,False,Traditional,1,CASH-133,Card (Local),5,15.52,False,75.9,4,Scanning,2026-07-01 11:23:23.200000000,2026-07-01 11:23:55.000000000,31.8,79.2,111.0
TXN-CRT-001-000019,2026-07-01,Wednesday,11,False,Traditional,1,CASH-133,Card (Local),5,15.52,False,75.9,4,Payment,2026-07-01 11:23:55.000000000,2026-07-01 11:24:22.100000000,27.1,111.0,138.1
TXN-CRT-001-000019,2026-07-01,Wednesday,11,False,Traditional,1,CASH-133,Card (Local),5,15.52,False,75.9,4,Bagging,2026-07-01 11:24:22.100000000,2026-07-01 11:24:39.100000000,17.0,138.1,155.1
TXN-CRT-001-000020,2026-07-01,Wednesday,11,False,Traditional,6,CASH-125,Flous (Mobile),9,38.67,True,143.0,4,Queue Wait,2026-07-01 11:22:32.000000000,2026-07-01 11:22:58.000000000,26.0,0.0,26.0
TXN-CRT-001-000020,2026-07-01,Wednesday,11,False,Traditional,6,CASH-125,Flous (Mobile),9,38.67,True,143.0,4,Scanning,2026-07-01 11:22:58.000000000,2026-07-01 11:23:48.500000000,50.5,26.0,76.5
TXN-CRT-001-000020,2026-07-01,Wednesday,11,False,Traditional,6,CASH-125,Flous (Mobile),9,38.67,True,143.0,4,Weighing,2026-07-01 11:23:48.500000000,2026-07-01 11:24:19.300000000,30.8,76.5,107.3
TXN-CRT-001-000020,2026-07-01,Wednesday,11,False,Traditional,6,CASH-125,Flous (Mobile),9,38.67,True,143.0,4,Payment,2026-07-01 11:24:19.300000000,2026-07-01 11:24:50.100000000,30.8,107.3,138.1
TXN-CRT-001-000020,2026-07-01,Wednesday,11,False,Traditional,6,CASH-125,Flous (Mobile),9,38.67,True,143.0,4,Bagging,2026-07-01 11:24:50.100000000,2026-07-01 11:25:21.000000000,30.9,138.1,169.0
TXN-CRT-001-000021,2026-07-01,Wednesday,11,False,Traditional,1,CASH-122,Card (Local),7,38.92,True,122.1,4,Queue Wait,2026-07-01 11:22:33.000000000,2026-07-01 11:22:53.600000000,20.6,0.0,20.6
TXN-CRT-001-000021,2026-07-01,Wednesday,11,False,Traditional,1,CASH-122,Card (Local),7,38.92,True,122.1,4,Scanning,2026-07-01 11:22:53.600000000,2026-07-01 11:23:28.200000000,34.6,20.6,55.2
TXN-CRT-001-000021,2026-07-01,Wednesday,11,False,Traditional,1,CASH-122,Card (Local),7,38.92,True,122.1,4,Weighing,2026-07-01 11:23:28.200000000,2026-07-01 11:24:01.300000000,33.1,55.2,88.3
TXN-CRT-001-000021,2026-07-01,Wednesday,11,False,Traditional,1,CASH-122,Card (Local),7,38.92,True,122.1,4,Payment,2026-07-01 11:24:01.300000000,2026-07-01 11:24:25.100000000,23.8,88.3,112.1
TXN-CRT-001-000021,2026-07-01,Wednesday,11,False,Traditional,1,CASH-122,Card (Local),7,38.92,True,122.1,4,Bagging,2026-07-01 11:24:25.100000000,2026-07-01 11:24:55.700000000,30.6,112.1,142.7
TXN-CRT-001-000022,2026-07-01,Wednesday,11,False,Traditional,1,CASH-102,Cash,2,5.64,True,136.0,4,Queue Wait,2026-07-01 11:23:33.000000000,2026-07-01 11:24:03.000000000,30.0,0.0,30.0
TXN-CRT-001-000022,2026-07-01,Wednesday,11,False,Traditional,1,CASH-102,Cash,2,5.64,True,136.0,4,Scanning,2026-07-01 11:24:03.000000000,2026-07-01 11:24:16.100000000,13.1,30.0,43.1
TXN-CRT-001-000022,2026-07-01,Wednesday,11,False,Traditional,1,CASH-102,Cash,2,5.64,True,136.0,4,Weighing,2026-07-01 11:24:16.100000000,2026-07-01 11:24:46.800000000,30.7,43.1,73.8
TXN-CRT-001-000022,2026-07-01,Wednesday,11,False,Traditional,1,CASH-102,Cash,2,5.64,True,136.0,4,Payment,2026-07-01 11:24:46.800000000,2026-07-01 11:25:47.100000000,60.3,73.8,134.1
TXN-CRT-001-000022,2026-07-01,Wednesday,11,False,Traditional,1,CASH-102,Cash,2,5.64,True,136.0,4,Bagging,2026-07-01 11:25:47.100000000,2026-07-01 11:26:19.000000000,31.9,134.1,166.0
TXN-CRT-001-000023,2026-07-01,Wednesday,11,False,Traditional,2,CASH-116,Check,40,206.38,True,419.5,4,Queue Wait,2026-07-01 11:23:53.000000000,2026-07-01 11:24:00.700000000,7.7,0.0,7.7
TXN-CRT-001-000023,2026-07-01,Wednesday,11,False,Traditional,2,CASH-116,Check,40,206.38,True,419.5,4,Scanning,2026-07-01 11:24:00.700000000,2026-07-01 11:28:44.000000000,283.3,7.7,291.0
TXN-CRT-001-000023,2026-07-01,Wednesday,11,False,Traditional,2,CASH-116,Check,40,206.38,True,419.5,4,Weighing,2026-07-01 11:28:44.000000000,2026-07-01 11:29:28.100000000,44.1,291.0,335.1
TXN-CRT-001-000023,2026-07-01,Wednesday,11,False,Traditional,2,CASH-116,Check,40,206.38,True,419.5,4,Payment,2026-07-01 11:29:28.100000000,2026-07-01 11:30:35.800000000,67.7,335.1,402.8
TXN-CRT-001-000023,2026-07-01,Wednesday,11,False,Traditional,2,CASH-116,Check,40,206.38,True,419.5,4,Bagging,2026-07-01 11:30:35.800000000,2026-07-01 11:31:00.200000000,24.4,402.8,427.2
TXN-CRT-001-000024,2026-07-01,Wednesday,11,False,Traditional,5,CASH-134,Card (Local),1,3.23,True,103.8,4,Queue Wait,2026-07-01 11:23:59.000000000,2026-07-01 11:24:31.200000000,32.2,0.0,32.2
TXN-CRT-001-000024,2026-07-01,Wednesday,11,False,Traditional,5,CASH-134,Card (Local),1,3.23,True,103.8,4,Scanning,2026-07-01 11:24:31.200000000,2026-07-01 11:24:36.300000000,5.1,32.2,37.3
TXN-CRT-001-000024,2026-07-01,Wednesday,11,False,Traditional,5,CASH-134,Card (Local),1,3.23,True,103.8,4,Weighing,2026-07-01 11:24:36.300000000,2026-07-01 11:25:17.900000000,41.6,37.3,78.9
TXN-CRT-001-000024,2026-07-01,Wednesday,11,False,Traditional,5,CASH-134,Card (Local),1,3.23,True,103.8,4,Payment,2026-07-01 11:25:17.900000000,2026-07-01 11:25:50.600000000,32.7,78.9,111.6
TXN-CRT-001-000024,2026-07-01,Wednesday,11,False,Traditional,5,CASH-134,Card (Local),1,3.23,True,103.8,4,Bagging,2026-07-01 11:25:50.600000000,2026-07-01 11:26:15.000000000,24.4,111.6,136.0
TXN-CRT-001-000025,2026-07-01,Wednesday,11,False,Traditional,1,CASH-120,Flous (Mobile),25,197.62,True,222.0,4,Queue Wait,2026-07-01 11:29:59.000000000,2026-07-01 11:30:35.000000000,36.0,0.0,36.0
